sent0,sent1
Video “Rakyat Menang.. !! Pemerintah Rumania menutup semua pusat vaksin..!”,9484) pada 22 September 2021 mengunggah sebuah video yang memperlihatkan aksi unjukrasa dengan narasi sebagai berikut:“Luar biasa…!!! Pemerintah Rumania menutup semua pusat vaksin
DENTUMAN KERAS BERASAL DARI MOBIL TANGKI BBM YANG TERBAKAR DI SPBU TULUNGAGUNG, Beredar sebuah postingan video di media sosial yang memperlihatkan sebuah mobil tangki BBM yang terbakar di sebuah SPBU
"SAMPUL KORAN TEMPO BERJUDUL ""SEBELUM BANJIR BANJIR MIRAS ALLAH DAHULUI DENGAN BANJIR…"," Di bawah tulisan judul tersebut, terdapat tulisan ""Sebelum Banjir Miras Allah Dahului dengan Banjir Bandang!"""
PDIP RESMI TUNJUK AHOK DAMPINGI GANJAR PRANOWO DI PILPRES 2024,PDI-P menunjuk Ahok sebagai pendamping cawapres Ganjar Pranowo di Pilpres 2024
Kylian Mbappe Gabung Real Madrid pada 1 Agustus 2023,Beredar di media sosial postingan yang mengklaim Kylian Mbappe resmi bergabung ke Real Madrid pada 1 Agustus 2023
Foto Lebaran di Indonesia Tahun 2022, Unggahan tersebut juga disertai keterangan yang menyatakan bahwa foto tersebut merupakan foto-foto kondisi Lebaran di Indonesia pada tahun 2022
Ketua PGI Gomar Gultom Punya Adik Patar Gultom yang Tak Lolos TWK di KPK,Akun Facebook Maulana Cokro menunding bahwa Gomar Gultom punya adik bernama Patar Gultom yang tidak lolos TWK di KPK
Video Kericuhan Terminal kota Lampung, Video tersebut diklaim merupakan kericuhan yang berlokasi di terminal kota Lampung
FPI Temukan 4 Ton Surat Suara Kosong yang Belum Dicoblos Tersimpan di Gudang Percetakan Tribun Timur,"Beredar informasi di media sosial perihal adanya temuan 4 ton surat suara kosong oleh FPI yang belum tercoblos disimpan di gudang percetakan Tribun Timur milik PT Kompas Gramedia, Jl Cendrawasih, Kota Makassar, Sulawesi Selatan"
YOGYAKARTA AKAN REFERENDUM,Beredar postingan yang memuat 2 gambar dengan narasi sebagai berikut :“Aceh dan yogyakarta akan referendumapa yg terjadi di negri ini”
"Nunung Meninggal Dunia, Usai Alami Kecelakaan Maut","Sebuah video youtube berdurasi 4 menit 35 detik yang diunggah channel Galeri Seleb dengan judul “Innalillahi Wa Inna’illaihi Rojiun, Nunung Meninggal Dunia, Usai Alami Kecelakaan Maut” pada detik ke 49 narator mengabarkan bahwa Komedian Nunung Srimulat mengalami kecelakaan dan meninggal di KM 542 jalan tol Solo-Ngawi"
LINK SURVEY UNDIAN BERHADIAH DALAM RANGKA ULTAH HONDA KE-70,LINK SURVEY UNDIAN BERHADIAH DALAM RANGKA ULTAH HONDA KE-70Beredar satu tautan link yang diklaim sebagai link survey undian berhadiah dalam rangka ulang tahun perusahaan Honda yang ke-70
Dosen Kedokteran Gigi UI Meninggal Karena COVID-19,"00 Dosen kedokteran Gigi, dr Umi Susiana, meninggal (covid 19)  pimpinan memutus semua dosen dan karyawan libur 3 Minggu, masuk tgl 6 April 2020"
Tempurung Kelapa Bisa Sembuhkan Gigi Berlubang,Klaim tentang tempurung kelapa bisa menyembuhkan gigi berlubang beredar di media sosial
BOCAH GANTUNG DIRI GEGARA HP DISEMBUNYIKAN ORANGTUA,seorang bocah melakukan bunuh diri lantaran handphone disembunyikan orangtuanya
"“Vaksin Sinovac, Vaksin yg sebenarnya di peruntukkan untuk ayam”",Kata Dokter2 Hewan: Ayam2 yg di suntikan Vaksin Sinovac ini banyak yg mati setelah 2 Minggu
"DAPAT GELAR KEHORMATAN, ANIES DIBERI NAMA TIONGHOA ""LIEM AY BON"""," Foto tersebut disertai dengan narasi Anies diberi gelar kehormatan nama tionghoa yakni ""Liem Ay Bon"""
Mahfud MD Ambil Langkah Hukum untuk Johnny G. Plate,"com/@kabarnews672) pada 29 Juni 2023 mengunggah video dengan klaim bahwa Menko Polhukam, Mahfud MD, mengambil langkah hukum atas kasus penyediaan infrastruktur menara BTS 4G yang menyeret mantan Kemkominfo, Johnny G"
SELURUH SOSMED DIMASA TENANG 3 HARI JELANG PEMILIHAN DINONAKTIFKAN,Beredar informasi mengenai sosmed akan dinonaktifkan pada tanggal 14-16 april 2019
KPK GELEDAH KANTOR WALIKOTA SOLO, Video tersebut menyebutkan KPK telah melakukan penggeledahan di kantor Wali Kota Solo
Video “rumah sakit terkenal di Brazil kosong padahal katanya ada 5000 orang yang positif corona”,id/focus/4260 [SALAH] Video “rumah sakit terkenal di Brazil kosong padahal katanya ada 5000 orang yang positif corona” via @cekfakta
"40 ROKET MILIK HELIKOPTER TNI SASAR MARKAS, RUMAH WARGA DAN GEREJA DI DOLINGGAME","40 roket dari helikopter Tentara Nasional Indonesia (TNI) telah menyasar markas, rumah warga serta gereja di Dolinggame Papua"
“COVID-19 adalah tipuan terbesar yang pernah dilakukan dan hanya flu buruk lainnya”,“CLAIM: COVID-19 is the greatest hoax ever perpetrated and just another bad flu
Gambar Anies Membaca buku “101 cara ngeles”,Akun Facebook bernama Sultan Salju memposting sebuah gambar Anies yang sedang duduk membaca buku
AKAN BEREDAR VIDEO SOAL COVID-19 INDIA YANG RETAS PONSEL DALAM 10 DETIK,terdapat video yang dapat meretas telepon seluler (ponsel) dalam 10 detik
SURAT SAHABAT LUAR NEGERI,"Berdasarkan laporan aduan yang masuk ke JSH, beredar pesan berantai tentang surat yang mengatasnamakan sahabat dari luar negeri"
“hacker sudah mulai masuk facebook dan bbm”,“MOHON DIBACA!!Kami dari kepolisian negara republik indonesia menghibau kepada seluruh masyarakat indonesia tetap waspada dan berhati hati: Perhatian bagi pengguna FACEBOOK dan BBM!! Metro tv baru saja mengeluarkan berita bahwa hacker sudah mulai masuk facebook dan bbm
GURITA KEHAUSAN SEDANG MENGALAMI DEHIDRASI,GURITA KEHAUSAN SEDANG MENGALAMI DEHIDRASI
POLISI MENETAPKAN ROCKY GERUNG SEBAGAI TERSANGKA,video yang diklaim memperlihatkan polisi sedang menetapkan Rocky Gerung sebagai tersangka
"Adidas Tawarkan 3100 Sepatu Gratis, T-shirt, dan Masker sebagai Perayaan Hari Jadi Adidas","Telah beredar pesan berantai yang menginformasikan bahwa Adidas menawarkan 3100 sepatu gratis, t-shirt, dan masker dalam rangka perayaan hari jadi Adidas"
Judul Berita Tribunnews “Peneliti Jepang Ingatkan Indonesia Bisa Berantakan Gara-gara Kadrun”,"Beredar postingan di Facebook oleh akun bernama Siti Julaikha di grup ” INDONESIA BERSUARA”, yang memposting sebuah gambar screenshot artikel berita dari Tribunnews berjudul “Peneliti Jepang Ingatkan Indonesia Bisa Berantakan Gara-gara Kadrun”"
"Bocah Ini Beli Saham 92,2 Milyar Karena Merupakan Wali Kota Solo", Masih muda tapi bisa borong saham
Gambar “Inilah Cerita Dari Tragedi Satelit Indonesia PALAPA B2 Tahun 1984”, Sebuah nada Sarkasme untuk satelit Palapa B2 karena dibeli oleh perusahaan Sattel Technologies (California) dari Pemerintah Indonesia ketika satelit ini sedang berada di Orbit
PESAN WA MENGATASNAMAKAN KEPALA BKD JABAR,WhatsApp mengatasnamakan Kepala BKD Jabar Dr
“Alergi setelah digigit tomcat/sejenis seranga”,"Bukan karena gigitan serangga, bayi yang berada di foto terkena sindrom “Linear nevus sebaceous”"
FOTO KUCING BERUSIA 30 TAHUN,foto memperlihatkan seekor kucing yang diklaim sudah berusia 30 tahun
MESUT OZIL SINDIR INDONESIA YANG MAYORITAS MUSLIM DAN WAPRESNYA ULAMA,Mesut Ozil Sindir Indonesia yang Mayoritas Muslim dan Wapresnya Ulama
SUSI PUDJIASTUTI DEKLARASIKAN PARTAI HUMANIS INDONESIA,Beredar informasi dan undangan deklarasi Partai Humanis Indonesia di kalangan wartawan
GARAM DAPUR YANG MENGANDUNG SERPIHAN KACA,garam dapur dengan merk juara emas mengandung serpihan kaca
Surat Penerimaan Calon Pegawai Suku Dinas Sosial Jakarta Selatan,"Di media sosial, Facebook, beredar sebuah surat yang mengatasnamakan Suku Dinas Sosial Kota Administrasi Jakarta Selatan"
Pawang Hujan Menggunakan Gelombang Otak Teta untuk Menghentikan Hujan,“Pawang hujan menggunakan gelombang otak Teta untuk “berkomunikasi” dengan semesta ketika sedang melaksanakan tugasnya dibantu kayu dan asap untuk menghalau hujan
TANGGAPAN ATALIA PRARATYA (ISTRI RIDWAN KAMIL) ATAS KASUS PREDATOR SEKS HERRY WIRAWAN.,Beredar disejumlah media sosial yang menyebut Atalia Praratya (istri Ridwan Kamil) mengetahui kasus predator seksual yang dilakukan oleh Herry Wirawan sejak Mei 2021 dan baru terungkap sekarang seolah menjadi pembiaran
Tidak Menggunakan Masker Denda Rp300 Ribu di Semarang, Pesan tersebut juga mengimbau akan ada denda bagi pengendara yang tidak menggunakan masker sebesar Rp300
Peraturan Ganjil Genap Berlaku Untuk Sepeda Motor Per Tanggal 1 Agustus 2018, Akan DI BERLAKUKAN SANKSI TILANGJangan lupa besok Jakarta udah mulai Ganjil Genap ya dari jam 6 pagi sd 21 malem (15 jam)
Kartun The Simpsons Gambarkan Kronologi Silicon Valley Bank Kolaps,Klaim kartun The Simpsons menggambarkan kronologi Silicon Valley Bank kolaps berupa tangkapan layar sejumlah artikel terkait Silicon Valey Bank kolaps
“Covid-19 dinyatakan dicabut dan dinyatakan tidak berlaku dengan surat edaran satgas SE Satgas No 9/2022”,Beredar potongan Surat Edaran yang ditanda tangani oleh Kepala Badan Nasional Penanggulangan Bencana selaku Ketua Satuan Tugas Penanganan Covid-19 yang diklaim menyatakan Covid-19 dicabut dan tidak berlaku dengan SE Satgas No 9/2022
Temuan 200 Ton Emas Milik Panji Gumilang, Diduga emas-emas tersebut merupakan hasil korupsi dari aset negara
Ivermectin Obat Covid-19,"com/2021/06/07/ivermectin-obat-yang-dipercaya-mampu-kalahkan-covid-19-akan-dibagikan-di-kudusUtk warga Jkt, skrg Ivermectin 12 mg utk Covid sdh tersedia bebas di Apotik Jkt"
LOWONGAN STAFF VAKSINASI BOOSTER DINKES JABAR,"disebutkan Dinkes Jawa Barat membuka lowongan pekerjaan untuk beberapa bagian diantaranya staff vaksinasi booster, staff pelayanan kesehatan dan tata usaha umum"
Surat Edaran Bawaslu Jatim Perihal Undangan Sosialisasi dan Tindak Lanjut Putusan MA oleh KPUD Jember,"00/XII/2021 Surabaya, 14 Desember 2021Lampiran : –Hal : Undangan Sosialisasi dan Tindak-Lanjut Putusan MA oleh KPUD JemberKepada Yth"
"""Sepertinya berangkat sendiri, biaya sendiri, selebrasi sendiri, tidak ada yang kasih bendera""","""Sepertinya brgkt sendiri, biaya sendiri, tidak ada yg menyangka bakal juara 1 emas ngalahin negara2 punya atlet pelari jamaica, usa, swedia, dll"
Pesan Singkat Rektor Unsoed soal Dana untuk Mahasiswa," Suwarto, mengenai pencairan dana bagi mahasiswa di masa pandemi COVID-19"
HUJAN BATU BERTABURAN DI BUMI ISRAEL YAHUDI,Beredar video hujan batu es yang di klaim terjadi di Israel
Lowongan Kerja KPP Pratama Sumba, KPP PRATAMA SUMBAPOSISIAdmin dataStaff kantoranTelemarketingPERSYARATANLamaran kerjaRiwYAT HIDUPKtp/kkFto 3×4 1 lembarBerpenampilan menarikUsia 18 sampai 38 tahunSMA / SMK/Diploma / sarjanaBENEFITKos di tanggungBpjs di tanggungJenjang karirGaji 2 – 3  juta perbulanNo targetJam kerja senin – jumat08
Info Rekrutmen CPNS dibuka Tanggal 23 Oktober 2019,Beredar melalui pesan berantai Whatsapp info yang menyebutkan bahwa rekrutmen Calon Pegawai Negeri Sipil (CPNS) akan dibuka pada 23 Oktober 2019
Ditolak Menaiki Pesawat Karena Terlibat Demo di Capitall Hill,"Orang-orang yang masuk ke CapitolHill, Rabu kemarin mengetahui bahwa mereka berada pada daftar dilarang terbang, menunggu penyelidikan penuh"
Foto “Pria gay di Iran beberapa menit sebelum mereka digantung”,com/Truthfully83) pada 13 Agustus 2021 mengunggah sebuah foto dengan narasi:“Gay men in Iran
INDUSTRI GADGET AKAN BANGKRUT DAN DIGANTIKAN DENGAN TEKNOLOGI HUAWEI,"semua industri gadget akan bangkrut dan digantikan dengan teknologi Huawei, perusahaan teknologi asal Tiongkok"
Video “Kembang api Olimpiade ditampilkan pada saat ini karena Olimpiade Tokyo ditunda karena covid-19”," Olimpiade tidak jadi dibuka karena covid-19, tetapi kembang api ini tidak dapat disimpan hingga tahun 2021, sehingga kembang api Olimpiade ditampilkan pada saat ini"
RUU HIP Disahkan Tengah Malam, Selain itu status dilengkapi dengan tiga gambar yang berisi narasi rakyat membakar gedung DPR MPR dan Istana karena RUU HIP disahkan tengah malam
"Adidas Tawarkan 3100 Sepatu Gratis, T-shirt, dan Masker sebagai Perayaan Hari Jadi Adidas","Narasi: Adidas bagi² hadiah“WOW!* 🎉Perayaan hari jadi Adidas🎉**Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker untuk semua orang*Menerima instruksi:1"
Omicron Bukanlah Virus Melainkan Akibat Dari Keracunan Chemtrail Yang Disebar Di Udara," Jadi paham ya apa yg dimaksud Omicron itu bkn lah virus, tapi sebab akibat dr keracunan chemtrail yg di sebar di udara"
VIDEO NATALAN PAKAI SHALAWAT,beredar video medley Salawat Nabi dan Lagu Natal yang dinyanyikan dalam sebuah acara
JAMBU KRISTAL AMPUH MENANGKAL COVID-19, Disebutkan buah-buahan ini mampu sebagai anti virus corona covid-19
GAETAN DUGAS SEORANG PRAMUGARA PENYEBAR HIV/AIDS PERTAMA DI DUNIA,"kan seseorang yang dianggap penyebar Human Immunodeficiency Virus, penyebab Acquired Immune Deficiency Syndrome (HIV/AIDS) pertama di dunia"
"VIDEO BANJIR BANDANG 21 SEPTEMBER 2020 DI CICURUG SUKABUMI, HANYUTKAN RIBUAN RUMAH…",video memperlihatkan air meluap dan mengakibatkan sejumlah bangunan rusak dan hanyut
Foto Rumah DP 0 Persen,Sebuah foto yang diklaim sebagai rumah DP 0 persen beredar di media sosial
"“DEMOKRAT TOLAK DEKLARASI ANIES, NASDEM DAN PKS MERADANG”","DEMOKRAT TOLAK DEKLARASI ANIES, HINGGA MEMBUAT NASDEM DAN PKS MERADANG"
Pohon Natal pada Lambang Sumatera Barat,"“ADA POHON NATAL DI LOGO SUMBARSumatera Barat adalah provinsi yang sangat religius dimana Jokowi hanya dapat 14% suara saja disana dan 50% kursi DPRD dikuasai oleh Gerindra, PKS dan PAN (partai2 Tuhan kata mbah Amin)"
Air Nanas Panas Sembuhkan Kanker,Beredar pesan berantai yang menyebutkan bahwa air nanas panas dapat menyembuhkan dari penyakit kanker
"FOTO LONGSOR DI CIKIJING, MAJALENGKA","FOTO LONGSOR DI CIKIJING, MAJALENGKAKabar hoax berupa foto beradar di kalangan warganet pascatanah longsor yang terjadi di Kecamatan Ciikijing, Jumat (22/1/2021) malam"
Situs Formulir Online BANPRES oleh Kementrian Koperasi dan UKM," form Pengajuan BANPRES Produktif Usaha Mikro (PUM) – Tahap IIIData yang diisikan wajib diisi dengan benar, tidak diperkenankan data fiktif"
GULA MERAH LEBIH SEHAT KETIMBANG GULA PUTIH,konsumsi gula sebaiknya menggunakan gula merah dibanding gula putih karena lebih menyehatkan
Video Vladimir Putin Berbicara soal Kelangkaan Minyak Goreng di Indonesia,Beredar di media sosial postingan video Presiden Rusia Vladimir Putin berpidato tentang kelangkaan minyak goreng di Indonesia
“Arief Budiman : Saya Siap Di Kutuk Menjadi Batu Jika KPU Curang”,"NARASI:“Arief Budiman : Saya Siap Di Kutuk Menjadi Batu Jika KPU Curang,” unggah akun Facebook Herry Yanti, Sabtu (11/1)"
Video “PENJELASAN AHLI VIRUS BAHWA CORONA TIDAK MEMBUNUH”, Kalau kita tahu virusnya tidak berbahaya
Video “TANPA PERUNDINGAN INDONESIA SERANG UNI EROPA DENGAN BRUTAL”,NARASI: “TANPA PERUNDINGAN INDONESIA SERONG UNI EROPA DENGAN BRUTAL”
Video Anggota Tim Sukes Minta Bantuan Paranormal Jelang Pilkada,Pengguna Facebook Sufa’ad Bin Rintap mengunggah sebuah video (28/9) yang menunjukkan sekelompok orang tengah memanjatkan doa-doa
“mulai tanggal 31-12-2020 pukul 06.00 sore sampai dengan tanggal 01-01-2021 akan dilakukan mati lampu total”,Sampai dengan tanggal 01-01-2021
Teknik untuk Selamat dari Kecelakaan Mobil,id dengan foto berisikan narasi tentang teknik untuk menurunkan angka kematian ketika dalam keadaan tidak memungkinkan untuk menghindari tabrakan mobil
Boneka Asli Annabelle Melarikan Diri Museum Warren,Berikut kutipan narasinya:“the real annabelle doll just escaped from the warren’s museum
PASIEN VIRUS CORONA DI RS SITI AISYAH,pesan di media sosial yang memberikan informasi tentang adanya pasien positif terjangkit virus Corona di RS Siti Aisyah Lubuklinggau
Surat Permohonan Dana Pemprov DKI untuk Pengamanan Pilkada 2020,1-BKDSitat: Penting dan SegeraLampiran 1 (satu) eksemplarPermohonan Bantuan Dana Pengamanan Pelaksanaan Pilkada 2020Dalam angka pelaksanaan Pemilihan Kepala Daerah (PILKADA) 2020
Tiktoker Bima Lampung Ditangkap,com/@hebohartis) pada 12 Mei 2023 mengunggah video dengan judul yang mengklaim bahwa TikToker Bima Yudho Saputro ditangkap
"BERTAUBAT.! IBU NORMA RISMA TEBUS KESALAHAN, BONGKAR RAHASIA ROZY, AKHIRNYA ROZY RESMI DI PENJARA","! IBU NORMA RISMA TEBUS KESALAHAN, BONGKAR RAHASIA ROZY, AKHIRNYA ROZY RESMI DI PENJARA”"
PERINGATAN HARI ANAK NASIONAL SE JABAR DI POLDA JABAR,akan ada kegiatan Menyambut Hari Anak Nasional Kepolisian Daerah Jawa Barat berupa Gelar Lomba Anak se-Jawa Barat yang akan dilaksanakan di Polda Jabar
PEMBUBARAN PPKM PADA TANGGAL 26 JULI 2021,PEMBUBARAN PPKM PADA TANGGAL 26 JULI 2021Beredar video pernyataan Presiden Joko Widodo tentang perkembangan terkini PPKM Darurat
NOMOR WHATSAPP MENGATASNAMAKAN BUPATI GARUT,whatsapp ataupun nomor telepon yang mengatasnamakan Bupati Garut Dr
VIDEO JALAN LONGSOR ARAH PAMEUNGPEUK KE GARUT, Dalam video yang tersebar terdengar suara pria mengatakan jika akses jalan yang terputus akibat longsor tersebut berada tepat di daerah Gunung Gelap arah Pameungpeuk Garut
DWAYNE 'THE ROCK' JOHNSON MENINGGAL SAAT SYUTING," Hal itu pun menjadi viral di media sosial dengan mengutip sebuah berita dari BBC yang berjudul, ""Dwayne 'The Rock' Johnson Meninggal di Usia 47 Tahun setelah gagal melakukan aksinya"""
“proses beras plastik”,Beras palsuBeras pastikberas pelastikBeras PlastiiBerita beras plastikBeras lastikBwrita beras plastikBeras platik1
AKUN WHATSAPP MENGATASNAMAKAN BCA MENAWARKAN LAYANAN UPGRADE BCA PRIORITAS,akun WhatsApp mengatasnamakan Bank Central Asia (BCA)
"“Foto Musim Dingin Anak-Anak di Gaza, Palestina”",Muncul postingan yang mengunggah foto anak-anak di tengah salju
VTUBE RESMI DILINDUNGI PEMERINTAH INDONESIA,Vtube resmi dilindungi Pemerintah Indonesia
NOMOR WHATSAPP MENGATASNAMAKAN KADISHUBKOMINFO KABUPATEN TASIKMALAYA,"akun whatsapp dengan nomor +62 812-8835-2123 mengatasnamakan/memakai foto Kadishubkominfo Kabupaten Tasikmalaya, Rahayu Jamiat Abdullah"
"Tangkapan Layar Artikel “Demokrat: Habib Rizieq ada di Arab, kenapa tak dirikan khilafah di sana? Beraninya Cuma di Indonesia Saja, Dasar Provokator”","Akun Facebook Herbert Sihombing mengunggah tangkapan layar artikel berjudul “Demokrat: Habib Rizieq ada di Arab, kenapa tak dirikan khilafah di sana? Beraninya Cuma di Indonesia Saja, Dasar Provokator” di grup * BERANDA JOKOWI DUA PERIODE *"
"Judul artikel “Nama Muhammad dan Ali Dilarang Terbang, Kebijakan Imigrasi Bukti Diskriminasi Umat Islam”","5) menunggah gambar tangkapan layar dari artikel yang berjudul “Nama Muhammad dan Ali Dilarang Terbang, Kebijakan Imigrasi Bukti Diskriminasi Umat Islam” yang dimuat disitus kicaunews[dot]com dengan tambahan narasi :“Makin Gila Kebijakan Pemerintah +62”“Kebijakan baru Imigrasi Indonesia terhadap diskriminasi nama Muhammad dan Ali tidak boleh terbang di Bandara Soekarno Hatta menuai kecaman Anggota Komisi III DPR RI, Aboebakar Alhabsyi"
LOWONGAN PEKERJAAN MENGATASNAMAKAN UPT PARKIR DISHUB KOTA CIREBON,informasi di media sosial mengenai adanya lowongan pekerjaan juru parkir resmi berizin yang mengatasnamakan Unit Pelaksana Teknis (UPT) Parkir Dinas Perhubungan (Dishub) Kota Cirebon
"TERKAIT PEMBAKARAN POSTER HABIB RIZIEQ, ANGGOTA FPI SIAP PERANG KARENA KEBAL DIBACOK","[MANIPULATED CONTENT]Berdasarkan pantauan JSH, beredar foto tangkapan layar sebuah artikel yang menyebut seluruh anggota Front Pembela Islam (FPI) kebal dibacok"
"Video “Ini bukan Gaza. Ini Waynad, Kerala Utara. Cabang Hamas di India”",7) pada 20 Mei 2021 mengunggah sbeuah video dengan narasi :“This is not Gaza
"KRITIK ANIESS, WILLIAM PSI DIPECAT DPRD JAKARTA SUKURRIN","William Aditya Sarana, politisi Partai Solidaritas Indonesia sampai saat ini masih menjadi anggota DPRD DKI Jakarta"
"“Peneliti, analis laboratorium, tidak ada yang terkena corona, perawat sedikit menjadi korban”", Perawat sedikit menjadi ” korban
